Datetime,Open,High,Low,Close,Volume
2022-08-01 04:00:00,158.9525,159.2175,158.9525,159.0997,7679
2022-08-01 04:15:00,159.0997,159.1291,158.9819,159.0408,3937
2022-08-01 04:30:00,159.0506,159.1193,159.0408,159.0604,3405
2022-08-01 04:45:00,159.0703,159.0703,158.7661,158.9819,6176
2022-08-01 05:00:00,158.8936,158.9721,158.8936,158.9623,590
2022-08-01 05:15:00,158.9721,159.0997,158.9721,158.9819,3080
2022-08-01 05:30:00,158.9427,159.1291,158.9231,159.0899,8471
2022-08-01 05:45:00,159.1193,159.1291,159.0408,159.1291,3226
2022-08-01 06:00:00,159.0703,159.1586,159.0703,159.1586,404
2022-08-01 06:15:00,159.0604,159.0604,159.0604,159.0604,200
2022-08-01 06:30:00,159.0899,159.0899,158.9819,159.0114,7163
2022-08-01 06:45:00,158.9918,159.0703,158.9918,159.0703,519
2022-08-01 07:00:00,159.0212,159.1684,158.9721,159.0506,17817
2022-08-01 07:15:00,159.0703,159.1193,159.031,159.0899,10017
2022-08-01 07:30:00,159.0506,159.1782,158.9819,159.1782,12587
2022-08-01 07:45:00,159.1488,159.2665,158.9918,159.031,23008
2022-08-01 08:00:00,159.0604,159.2665,157.9908,158.8981,223905
2022-08-01 08:15:00,158.9034,158.9525,158.7268,158.8347,99504
2022-08-01 08:30:00,158.8544,158.9231,158.5796,158.8249,156488
2022-08-01 08:45:00,158.8249,158.8249,158.1871,158.1871,223574
2022-08-01 09:00:00,158.1871,158.3343,157.9516,158.0988,205486
2022-08-01 09:15:00,158.1086,158.1576,157.8436,158.0104,146906
2022-08-01 09:30:00,158.0006,159.8161,158.0006,159.6198,5478383
2022-08-01 09:45:00,159.6394,160.0614,159.3548,159.7258,3285233
2022-08-01 10:00:00,159.6983,160.3263,159.5217,160.0614,2546444
2022-08-01 10:15:00,160.0614,160.1006,159.1493,159.3843,2393075
2022-08-01 10:30:00,159.4005,160.2184,159.3548,160.1546,2065334
2022-08-01 10:45:00,160.1595,160.5324,159.9731,160.1497,1967503
2022-08-01 11:00:00,160.1693,160.2724,159.6639,160.1497,1722332
2022-08-01 11:15:00,160.1497,160.3165,159.6983,160.2438,1491101
2022-08-01 11:30:00,160.2675,160.2773,159.7179,160.0025,1161829
2022-08-01 11:45:00,160.0123,160.2871,159.9535,160.1104,1052481
2022-08-01 12:00:00,160.1399,160.1872,159.345,159.5266,1238001
