Datetime,Open,High,Low,Close,Volume
2022-09-01 04:00:00,280.05,280.05,279.75,279.75,885
2022-09-01 04:45:00,279.2,279.2,279.2,279.2,168
2022-09-01 05:15:00,279.22,279.22,279.22,279.22,200
2022-09-01 05:30:00,279.22,279.22,279.22,279.22,1808
2022-09-01 06:15:00,279.58,279.58,279.22,279.22,200
2022-09-01 06:30:00,279.4,279.4,279.2,279.2,340
2022-09-01 06:45:00,279.2,279.21,279.2,279.2,975
2022-09-01 07:00:00,279.36,279.5,279.35,279.5,306
2022-09-01 07:15:00,279.7,279.95,279.7,279.95,528
2022-09-01 07:30:00,280.0,280.0,279.98,279.98,303
2022-09-01 08:00:00,279.5,280.74,279.5,280.74,425
2022-09-01 08:15:00,280.1,280.1,280.1,280.1,115
2022-09-01 08:45:00,279.5,279.5,279.5,279.5,220
2022-09-01 09:00:00,279.45,279.45,279.4,279.4,1200
2022-09-01 09:15:00,279.68,279.95,279.4018,279.95,1154
2022-09-01 09:30:00,279.95,280.11,278.78,279.66,231705
2022-09-01 09:45:00,279.73,280.2,279.4144,279.885,123828
2022-09-01 10:00:00,279.805,280.16,277.62,277.62,148868
2022-09-01 10:15:00,277.635,279.13,277.46,278.835,72030
2022-09-01 10:30:00,278.8236,279.0,277.62,277.788,75161
2022-09-01 10:45:00,277.78,277.99,277.31,277.92,77135
2022-09-01 11:00:00,278.0,279.02,277.6976,279.01,56756
2022-09-01 11:15:00,278.983,279.5,278.89,279.0,65939
2022-09-01 11:30:00,279.065,280.2,279.02,279.39,77853
2022-09-01 11:45:00,279.39,279.69,279.1,279.301,47670
2022-09-01 12:00:00,279.33,279.965,279.32,279.93,34227
2022-09-01 12:15:00,279.9558,280.31,279.71,279.98,43237
2022-09-01 12:30:00,279.9,280.0184,279.19,279.42,38331
2022-09-01 12:45:00,279.42,279.48,278.73,278.93,53784
2022-09-01 13:00:00,278.95,279.83,278.801,279.83,59244
2022-09-01 13:15:00,279.87,281.05,279.87,280.98,59687
2022-09-01 13:30:00,280.98,281.07,280.435,280.55,39165
2022-09-01 13:45:00,280.54,280.552,280.18,280.36,38559
2022-09-01 14:00:00,280.45,280.95,280.21,280.66,56304
