Datetime,Open,High,Low,Close,Volume
2022-12-01 04:00:00,194.24,194.95,193.11,193.2,55154
2022-12-01 04:15:00,193.13,193.67,193.0,193.67,21034
2022-12-01 04:30:00,193.7,193.7,193.01,193.01,18056
2022-12-01 04:45:00,193.11,193.37,193.04,193.28,14232
2022-12-01 05:00:00,193.22,193.33,193.16,193.18,3859
2022-12-01 05:15:00,193.25,193.27,193.1,193.2,4144
2022-12-01 05:30:00,193.18,193.6,193.18,193.5,3413
2022-12-01 05:45:00,193.46,193.55,193.34,193.34,5124
2022-12-01 06:00:00,193.31,193.7,193.26,193.66,9946
2022-12-01 06:15:00,193.6,193.6,193.38,193.45,2826
2022-12-01 06:30:00,193.5,194.1,193.48,194.1,6502
2022-12-01 06:45:00,194.1,194.25,193.89,193.96,4290
2022-12-01 07:00:00,194.0,196.39,193.95,195.75,139947
2022-12-01 07:15:00,195.76,196.3,195.5,196.08,54755
2022-12-01 07:30:00,196.0,196.64,195.9,196.16,45652
2022-12-01 07:45:00,196.18,196.38,195.81,196.0,23565
2022-12-01 08:00:00,195.5,196.6979,193.0515,196.28,267418
2022-12-01 08:15:00,196.28,196.4,196.12,196.37,63241
2022-12-01 08:30:00,196.24,198.4,195.6204,198.06,557918
2022-12-01 08:45:00,198.06,198.2,197.05,197.7086,271653
2022-12-01 09:00:00,197.62,198.36,197.3,197.78,170640
2022-12-01 09:15:00,197.69,198.15,196.8,197.05,165767
2022-12-01 09:30:00,197.08,198.92,195.1,197.9001,8117639
2022-12-01 09:45:00,197.975,198.5,194.68,196.195,5604936
2022-12-01 10:00:00,196.25,196.63,192.6701,193.06,4296802
2022-12-01 10:15:00,193.05,193.37,191.8,192.5509,3893486
2022-12-01 10:30:00,192.5563,194.75,191.8,194.67,3652972
2022-12-01 10:45:00,194.69,196.66,194.44,196.57,4059352
2022-12-01 11:00:00,196.6,196.7,194.72,195.0499,2520105
2022-12-01 11:15:00,195.01,195.7916,194.13,194.7155,2254350
2022-12-01 11:30:00,194.69,196.05,194.54,195.7608,2287585
2022-12-01 11:45:00,195.79,196.0,193.75,194.6,1771724
2022-12-01 12:00:00,194.58,194.6446,193.8,194.21,1506069
2022-12-01 12:15:00,194.2,194.88,193.8,194.66,1318871
2022-12-01 12:30:00,194.64,195.08,194.25,194.5448,1262081
2022-12-01 12:45:00,194.54,195.09,194.05,195.08,1173422
2022-12-01 13:00:00,195.0418,196.3246,195.03,195.8731,2022437
2022-12-01 13:15:00,195.88,195.98,194.72,194.87,1449720
2022-12-01 13:30:00,194.86,195.11,194.31,195.0,1369950
2022-12-01 13:45:00,195.0,195.2199,194.7,195.1,1067497
2022-12-01 14:00:00,195.1,195.2968,194.29,194.805,1159350
2022-12-01 14:15:00,194.8,195.4,194.6,194.71,1239753
2022-12-01 14:30:00,194.72,195.0,193.92,193.975,1150357
2022-12-01 14:45:00,193.98,194.7,193.8601,194.4696,1512104
2022-12-01 15:00:00,194.48,194.7239,194.11,194.15,1052251
2022-12-01 15:15:00,194.1659,194.3891,193.13,193.7055,2149107
2022-12-01 15:30:00,193.7,194.95,193.6001,194.94,1899068
2022-12-01 15:45:00,194.92,194.96,194.04,194.81,2285546
2022-12-01 16:00:00,194.8,194.98,194.5,194.7,1514235
2022-12-01 16:15:00,194.77,195.04,194.63,194.8559,71596
2022-12-01 16:30:00,194.99,195.23,194.7,195.13,81675
2022-12-01 16:45:00,195.1,195.4,194.7,194.85,42094
2022-12-01 17:00:00,194.9,194.98,194.72,194.85,10693
2022-12-01 17:15:00,194.8,194.8494,194.6122,194.8449,23734
2022-12-01 17:30:00,194.8,194.9,194.7,194.8,13300
2022-12-01 17:45:00,194.76,194.85,194.75,194.8,6404
2022-12-01 18:00:00,194.78,194.85,194.58,194.7,12550
2022-12-01 18:15:00,194.73,194.8,194.7,194.7,6376
2022-12-01 18:30:00,194.78,194.78,194.6,194.67,2956
2022-12-01 18:45:00,194.6001,194.7,194.58,194.6,7898
2022-12-01 19:00:00,194.59,194.6,194.44,194.44,17533
2022-12-01 19:15:00,194.48,194.48,194.15,194.15,12734
2022-12-01 19:30:00,194.15,194.18,193.76,193.97,27443
2022-12-01 19:45:00,194.0,194.0,193.79,193.93,35519
2022-12-02 04:00:00,194.07,195.05,193.2,193.33,19467
2022-12-02 04:15:00,193.44,194.24,193.4,194.06,6544
2022-12-02 04:30:00,194.19,194.3,194.02,194.2,2922
2022-12-02 04:45:00,194.41,194.58,194.28,194.52,12314
2022-12-02 05:00:00,194.58,194.8,194.46,194.8,5532
2022-12-02 05:15:00,194.76,194.76,194.55,194.7,2868
2022-12-02 05:30:00,194.77,195.25,194.66,195.25,6270
2022-12-02 05:45:00,195.37,195.48,195.15,195.36,2744
2022-12-02 06:00:00,195.36,195.61,195.05,195.25,6630
2022-12-02 06:15:00,195.28,195.4,195.0,195.2,42097
2022-12-02 06:30:00,195.38,195.42,195.25,195.3,3506
2022-12-02 06:45:00,195.2,195.35,195.19,195.25,1420
2022-12-02 07:00:00,195.27,195.45,195.06,195.28,37621
2022-12-02 07:15:00,195.29,195.57,195.28,195.49,20067
2022-12-02 07:30:00,195.5,195.56,195.38,195.48,11923
2022-12-02 07:45:00,195.5,195.97,195.49,195.94,15308
2022-12-02 08:00:00,195.58,196.9,194.3,196.52,219487
2022-12-02 08:15:00,196.52,196.6,195.591,195.8,91711
2022-12-02 08:30:00,195.7718,196.0,189.55,190.42,784619
2022-12-02 08:45:00,190.33,191.75,190.0,191.3,379907
2022-12-02 09:00:00,191.2,191.3852,190.31,190.88,153251
2022-12-02 09:15:00,190.8,191.88,190.8,191.81,185428
2022-12-02 09:30:00,191.78,195.5799,191.6,195.05,5772286
2022-12-02 09:45:00,194.98,195.36,191.68,193.18,4772425
2022-12-02 10:00:00,193.1181,196.25,192.6101,195.7401,4384783
2022-12-02 10:15:00,195.74,196.16,194.51,195.2963,3118568
2022-12-02 10:30:00,195.3185,195.44,193.4502,193.9793,2576006
2022-12-02 10:45:00,193.92,194.2744,192.56,192.59,2347457
2022-12-02 11:00:00,192.573,193.1437,191.71,192.0474,2418230
2022-12-02 11:15:00,192.0287,193.1454,191.9,193.0567,1853408
2022-12-02 11:30:00,193.08,193.59,192.3017,193.2301,1809785
2022-12-02 11:45:00,193.24,193.8057,192.51,192.56,1614157
2022-12-02 12:00:00,192.555,193.2599,192.47,193.1408,1528151
2022-12-02 12:15:00,193.1479,193.15,192.2,192.2,1081809
2022-12-02 12:30:00,192.2031,192.7057,191.93,192.24,1169679
2022-12-02 12:45:00,192.235,192.65,191.975,192.155,1065333
2022-12-02 13:00:00,192.18,192.8691,191.11,191.52,2170196
2022-12-02 13:15:00,191.48,192.1,191.32,191.7938,1393947
2022-12-02 13:30:00,191.8199,192.34,191.39,192.2501,1199824
2022-12-02 13:45:00,192.2676,192.48,192.07,192.21,1013720
2022-12-02 14:00:00,192.2033,192.41,191.55,191.87,1169067
2022-12-02 14:15:00,191.88,192.6,191.83,192.49,1116797
2022-12-02 14:30:00,192.47,192.54,191.92,192.2,975302
2022-12-02 14:45:00,192.18,193.58,192.04,193.4999,1964116
2022-12-02 15:00:00,193.49,194.87,193.3227,194.81,2698170
2022-12-02 15:15:00,194.82,195.03,194.25,194.5726,2280753
2022-12-02 15:30:00,194.55,194.7,193.9,194.41,2282799
2022-12-02 15:45:00,194.4,194.97,193.7,194.85,3317098
2022-12-02 16:00:00,194.86,195.01,194.55,194.8501,1542100
2022-12-02 16:15:00,194.86,195.03,194.79,194.8993,70328
2022-12-02 16:30:00,194.87,194.91,194.64,194.66,34499
2022-12-02 16:45:00,194.68,194.86,194.45,194.45,25052
2022-12-02 17:00:00,194.51,194.52,194.15,194.4,26256
2022-12-02 17:15:00,194.4,194.73,194.31,194.7,14172
2022-12-02 17:30:00,194.69,194.69,194.6,194.64,7453
2022-12-02 17:45:00,194.5871,194.6,194.5,194.6,6090
2022-12-02 18:00:00,194.5989,194.63,194.55,194.55,5588
2022-12-02 18:15:00,194.54,194.6,194.5,194.5101,5468
2022-12-02 18:30:00,194.52,194.65,194.42,194.42,8562
2022-12-02 18:45:00,194.42,194.61,194.3,194.61,11691
2022-12-02 19:00:00,194.66,194.66,194.48,194.48,9559
2022-12-02 19:15:00,194.5,194.6099,194.4,194.49,11903
2022-12-02 19:30:00,194.48,194.48,194.25,194.2799,8736
2022-12-02 19:45:00,194.2,194.4,194.1,194.2,24440
2022-12-05 04:00:00,192.95,194.3,192.0,193.18,47067
2022-12-05 04:15:00,193.3,194.19,193.3,194.17,21393
2022-12-05 04:30:00,194.03,194.19,193.75,194.01,5481
2022-12-05 04:45:00,194.03,194.23,193.8,194.01,7866
2022-12-05 05:00:00,194.07,194.13,192.88,192.88,25087
2022-12-05 05:15:00,192.86,192.86,190.1,191.05,82502
2022-12-05 05:30:00,190.8,191.8,190.35,191.35,33213
2022-12-05 05:45:00,191.31,191.59,191.2,191.45,11875
2022-12-05 06:00:00,191.5,191.64,191.02,191.4,15619
2022-12-05 06:15:00,191.22,191.9,191.2,191.81,8896
2022-12-05 06:30:00,191.81,191.81,191.31,191.43,10416
2022-12-05 06:45:00,191.48,191.55,190.11,190.8,38632
2022-12-05 07:00:00,190.8,191.0,188.7,188.7,195387
2022-12-05 07:15:00,188.87,188.92,184.5,185.89,379160
2022-12-05 07:30:00,185.92,187.33,185.22,186.99,234419
2022-12-05 07:45:00,186.94,187.84,186.21,187.6,160442
2022-12-05 08:00:00,190.9,194.0,184.5,188.4,873230
2022-12-05 08:15:00,188.3,190.8,187.53,190.6099,471193
2022-12-05 08:30:00,190.61,191.4,189.26,189.9,587046
2022-12-05 08:45:00,189.9,190.21,188.88,189.54,279605
2022-12-05 09:00:00,189.4149,190.14,189.0,189.07,226849
2022-12-05 09:15:00,189.04,189.5,189.02,189.46,228768
2022-12-05 09:30:00,189.44,191.27,187.5,188.7999,7075379
2022-12-05 09:45:00,188.77,188.99,185.5,185.902,4905664
2022-12-05 10:00:00,185.84,186.0882,183.8,184.89,5919108
2022-12-05 10:15:00,184.8925,185.6,184.5,184.96,3272052
2022-12-05 10:30:00,184.96,186.2299,184.04,185.765,3136224
2022-12-05 10:45:00,185.75,186.15,184.6701,186.12,2588203
2022-12-05 11:00:00,186.1001,187.41,186.0714,186.7702,3223030
2022-12-05 11:15:00,186.77,187.02,185.16,185.31,2418509
2022-12-05 11:30:00,185.32,185.47,184.3,184.83,2387134
2022-12-05 11:45:00,184.8301,185.3,184.1101,184.2321,1889045
2022-12-05 12:00:00,184.24,184.54,183.7,184.235,1971138
2022-12-05 12:15:00,184.23,184.973,184.08,184.08,1317095
2022-12-05 12:30:00,184.08,184.2299,183.3,183.6825,1911869
2022-12-05 12:45:00,183.6984,184.127,182.6,183.04,2185063
2022-12-05 13:00:00,183.01,183.3199,182.4501,183.1425,1879040
2022-12-05 13:15:00,183.12,183.6,182.79,183.34,1667897
2022-12-05 13:30:00,183.34,183.99,183.09,183.6301,1603143
2022-12-05 13:45:00,183.66,183.96,182.19,182.28,1763251
2022-12-05 14:00:00,182.28,182.68,181.91,182.595,1770617
2022-12-05 14:15:00,182.6,182.64,181.82,182.35,1621244
2022-12-05 14:30:00,182.33,182.33,181.29,181.605,1836154
2022-12-05 14:45:00,181.58,181.62,180.88,181.3699,2156782
2022-12-05 15:00:00,181.35,181.68,180.82,181.35,2171217
2022-12-05 15:15:00,181.31,181.52,180.7601,181.12,1842392
2022-12-05 15:30:00,181.125,181.9,180.55,181.12,2925252
2022-12-05 15:45:00,181.12,182.57,180.94,182.5,4282916
2022-12-05 16:00:00,182.45,183.2,182.2,182.52,2176868
2022-12-05 16:15:00,182.54,182.9,182.5,182.6,96664
2022-12-05 16:30:00,182.6,183.2,182.51,183.11,57848
2022-12-05 16:45:00,183.1876,183.2,182.7,182.83,59545
2022-12-05 17:00:00,182.76,182.91,182.45,182.71,95164
2022-12-05 17:15:00,182.7,182.9,182.45,182.89,22389
2022-12-05 17:30:00,182.84,182.89,182.45,182.45,23273
2022-12-05 17:45:00,182.7,182.78,182.62,182.62,6788
2022-12-05 18:00:00,182.6,182.76,182.6,182.71,21188
2022-12-05 18:15:00,182.71,182.8,182.65,182.73,8292
2022-12-05 18:30:00,182.67,182.8,182.67,182.77,22722
2022-12-05 18:45:00,182.77,182.77,182.65,182.65,10171
2022-12-05 19:00:00,182.66,182.81,182.66,182.72,13577
2022-12-05 19:15:00,182.72,182.79,182.67,182.7,11093
2022-12-05 19:30:00,182.7,182.75,182.63,182.65,7452
2022-12-05 19:45:00,182.65,182.78,182.55,182.55,29202
2022-12-06 04:00:00,182.89,183.57,182.55,183.06,26340
2022-12-06 04:15:00,183.1,183.78,183.1,183.45,6377
2022-12-06 04:30:00,183.55,183.8,183.44,183.73,4066
2022-12-06 04:45:00,183.65,183.82,183.26,183.3,7391
2022-12-06 05:00:00,183.33,183.45,183.2,183.3,5408
