Datetime,Open,High,Low,Close,Volume
2022-07-27 04:30:00,108.1911,108.2903,108.1514,108.2903,23842
2022-07-27 04:45:00,108.2209,108.5283,108.2209,108.3597,4098
2022-07-27 05:00:00,108.3696,108.3696,108.1613,108.1613,6200
2022-07-27 05:15:00,108.1613,108.201,108.1514,108.201,2116
2022-07-27 05:30:00,108.2804,108.4192,108.1713,108.3498,4749
2022-07-27 05:45:00,108.3002,108.3002,107.8638,107.9828,5813
2022-07-27 06:00:00,107.9134,107.9828,107.7151,107.9035,5097
2022-07-27 06:15:00,107.7845,107.9134,107.7646,107.8837,8792
2022-07-27 06:30:00,107.8043,107.9332,107.7944,107.7944,7830
2022-07-27 06:45:00,107.8142,108.1514,107.7944,108.1514,7041
2022-07-27 07:00:00,108.1713,108.3895,107.3779,108.1415,62360
2022-07-27 07:15:00,108.1415,108.2506,107.7845,108.0622,20947
2022-07-27 07:30:00,108.0225,108.3597,107.8837,108.1018,28123
2022-07-27 07:45:00,108.1514,108.3002,107.7944,108.1018,35698
2022-07-27 08:00:00,107.8538,108.5581,107.4078,108.4985,154120
2022-07-27 08:15:00,108.4787,108.8655,108.1911,108.2506,69101
2022-07-27 08:30:00,108.2506,108.3795,107.5564,107.8936,114929
2022-07-27 08:45:00,107.9432,108.3002,107.606,108.3002,87497
2022-07-27 09:00:00,108.2506,108.439,107.8737,108.1018,135491
2022-07-27 09:15:00,108.0721,109.1035,108.0027,108.4192,178266
2022-07-27 09:30:00,108.3597,110.006,107.12,109.9664,6081163
2022-07-27 09:45:00,109.9564,110.1945,109.0341,109.3118,2964896
2022-07-27 10:00:00,109.3118,110.3333,109.3019,110.006,1960233
2022-07-27 10:15:00,110.0312,110.0358,108.8258,109.0986,1613002
2022-07-27 10:30:00,109.1035,109.7779,108.9746,109.6589,1683319
2022-07-27 10:45:00,109.6688,110.0655,109.6192,109.9068,1031307
2022-07-27 11:00:00,109.9168,110.6308,109.8771,110.492,1440462
2022-07-27 11:15:00,110.492,110.7796,110.2969,110.7399,1283303
2022-07-27 11:30:00,110.7399,111.1664,110.6209,111.0573,1299772
2022-07-27 11:45:00,111.0573,111.7415,110.9482,111.4441,1604496
2022-07-27 12:00:00,111.454,112.2375,111.3548,111.6325,1769759
2022-07-27 12:15:00,111.6523,111.6523,111.345,111.4837,895296
2022-07-27 12:30:00,111.4797,111.8011,111.1962,111.2953,886329
2022-07-27 12:45:00,111.2953,111.3151,110.8391,111.0275,836896
2022-07-27 13:00:00,111.0275,111.2259,110.7994,111.1961,647860
2022-07-27 13:15:00,111.1813,111.2854,111.0375,111.2061,604188
2022-07-27 13:30:00,111.216,111.2457,110.9978,111.0027,422908
2022-07-27 13:45:00,110.9978,111.1366,110.6507,110.8093,581806
2022-07-27 14:00:00,110.8193,111.5631,110.6507,111.0077,1115194
2022-07-27 14:15:00,110.9879,111.3747,110.9879,111.335,773131
2022-07-27 14:30:00,111.3251,112.7817,110.8589,112.7532,1765463
